"'2009':21 '621999':3 'acl':15 'ambulatori':7 'amedistaf':1 'apr':20 'care':9 'health':8 'hospit':16 'llc':2 'mar':19 'mar-apr':18 'miscellan':6 'nurs':11,14 'regist':13 'servic':10,12",'hhsi242200910219p':1,'amedistaf':1 'llc':2,106099175,2018-11-11,2018-11-11,2019,B,K,23216396,contract,-36.00,24000.00,,,<1M,,,HHSI242200910219P,-36.00,0.00,0.00,REGISTERED NURSE ACL HOSPITAL FOR MAR-APR 2009,2,USA,UNITED STATES,NM,006,CIBOLA,87049,02,USA,UNITED STATES,AR,143,WASHINGTON,,72770,621999,All Other Miscellaneous Ambulatory Health Care Services,Q401,NURSING SERVICES,AWARD,J,NONE,C,,,148491221,a53b3d20-0706-521c-4f71-e65e31f061ab,"AMEDISTAF, LLC",127244122,127244122,"{woman_owned_business,limited_liability_corporation,category_business,other_than_small_business}",828,828,Department of Health and Human Services,Department of Health and Human Services,Indian Health Service,Indian Health Service,HHS,HHS,IHS,IHS
"'2':15 '561110':4 'administr':6 'awarde':3 'cairn':18 'foreign':2 'hilton':17 'hotel/motel':11 'lodg':10 'miscellan':1 'offic':5,19 'order':14 'servic':7 'task':13 'transportation/travel/relocation-':8 'travel/lodging/recruitment':9 'usg':12 'vvip':16",'19as2019f0040':1,'awarde':3 'foreign':2 'miscellan':1,106102876,2018-11-11,2018-11-11,2019,C,,73547817,contract,14839.53,14839.53,,,<1M,,,19AS2019F0040,14839.53,0.00,0.00,USG TASK ORDER #2 VVIP HILTON CAIRNS OFFICES,0,AUS,AUSTRALIA,,,,,,USA,UNITED STATES,DC,001,DISTRICT OF COLUMBIA,00,20405,561110,Office Administrative Services,V231,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",AWARD,J,,A,,,148494922,b26f3534-8012-76c7-1b87-c1a5e7f287e5,MISCELLANEOUS FOREIGN AWARDEES,123456787,123456787,"{foreign_owned_and_located_business,category_business,special_designations,other_than_small_business}",315,315,Department of State,Department of State,Department of State,Department of State,DOS,DOS,DOS,DOS
'-4399':39 '517312':5 '7':33 'carrier':8 'data':28 'dr':38 'except':9 'fl':40 'hardware/software/services':15 'integr':14 'llc':4 'mifi':34 'mobil':3 'order':24 'predomin':17 'provid':27 'purpos':20 'satellit':10 'servic':18 'seven':32 'solut':16 'support':36 'task':23 'telecom':13 'telecommun':7 'unlimit':29 'unthrottl':30 'wireless':6,'70fbr419f00000070':1,'llc':4 'mobil':3,106102916,2018-11-11,2018-11-11,2019,C,,73547831,contract,598.29,598.29,,,<1M,,,70FBR419F00000070,598.29,0.00,0.00,THE PURPOSE OF THE TASK ORDER IS TO PROVIDE DATA - UNLIMITED UNTHROTTLED FOR SEVEN (7) MIFIS IN SUPPORT OF DR-4399 FL.,0,USA,UNITED STATES,FL,073,LEON,32301,02,USA,UNITED STATES,GA,089,DEKALB,06,30319,517312,Wireless Telecommunications Carriers (except Satellite),D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",AWARD,J,,A,,,148494962,a1039715-8812-4d19-bff5-b06bb4f47e84,AT&T MOBILITY LLC,003548489,108024050,"{limited_liability_corporation,us_owned_business,corporate_entity_not_tax_exempt,category_business,special_designations,other_than_small_business}",782,782,Department of Homeland Security,Department of Homeland Security,Federal Emergency Management Agency,Federal Emergency Management Agency,DHS,DHS,FEMA,FEMA
'561110':4 '9':15 'administr':6 'awarde':3 'bus':18 'cairn':17 'charter':19 'cvam':20 'foreign':2 'hotel/motel':11 'lodg':10 'miscellan':1 'offic':5 'order':14 'servic':7 'task':13 'transportation/travel/relocation-':8 'travel/lodging/recruitment':9 'usg':12 'vvip':16,'19as2019f0038':1,'awarde':3 'foreign':2 'miscellan':1,106102875,2018-11-11,2018-11-11,2019,C,,73547816,contract,20162.65,20162.65,,,<1M,,,19AS2019F0038,20162.65,0.00,0.00,USG TASK ORDER #9 VVIP CAIRNS BUS CHARTERS CVAM,0,AUS,AUSTRALIA,,,,,,USA,UNITED STATES,DC,001,DISTRICT OF COLUMBIA,00,20405,561110,Office Administrative Services,V231,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",AWARD,J,,A,,,148494921,b26f3534-8012-76c7-1b87-c1a5e7f287e5,MISCELLANEOUS FOREIGN AWARDEES,123456787,123456787,"{foreign_owned_and_located_business,category_business,special_designations,other_than_small_business}",315,315,Department of State,Department of State,Department of State,Department of State,DOS,DOS,DOS,DOS
"'488190':5 'accessori':18 'activ':8 'air':10 'aircraft':15,20 'center':3 'compon':16 'equip':14 'fleet':19 'jackson':1 'jet':2 'llc':4 'maint/repair/rebuild':12 'mainten':21 'repair':23 'support':7 'transport':11",'140d8019f0014':1,'center':3 'jackson':1 'jet':2 'llc':4,106102847,2018-11-11,2018-11-11,2019,C,,73547801,contract,13888.19,13888.19,,,<1M,,,140D8019F0014,13888.19,0.00,0.00,FLEET AIRCRAFT MAINTENANCE AND REPAIRS,0,USA,UNITED STATES,ID,001,ADA,83705,01,USA,UNITED STATES,ID,001,ADA,01,83705,488190,Other Support Activities for Air Transportation,J016,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,AWARD,J,,D,,,148494893,36b82b01-1e5b-9267-3920-980c2b9a9aec,"JACKSON JET CENTER, LLC",063311773,161539903,"{small_business,limited_liability_corporation,us_owned_business,corporate_entity_not_tax_exempt,category_business,special_designations}",214,214,Department of the Interior,Department of the Interior,Departmental Offices,Departmental Offices,DOI,DOI,"",""
"'488190':5 'accessori':18 'activ':8 'air':10 'aircraft':15,20 'aviat':3 'compon':16 'equip':14 'fleet':19 'llc':4 'maint/repair/rebuild':12 'mainten':21 'p':1 'repair':23 'support':7 'transport':11",'140d8019f0234':1,'aviat':3 'llc':4 'p':1,106102848,2018-11-11,2018-11-11,2019,C,,73547802,contract,3769.07,3769.07,,,<1M,,,140D8019F0234,3769.07,0.00,0.00,FLEET AIRCRAFT MAINTENANCE AND REPAIRS,0,USA,UNITED STATES,NV,003,CLARK,89002,03,USA,UNITED STATES,NV,003,CLARK,03,89002,488190,Other Support Activities for Air Transportation,J016,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,AWARD,J,,D,,,148494894,253ca903-1e5b-384e-5eba-fe0c70ee81cf,P S AVIATION LLC,029462203,029462203,"{small_business,limited_liability_corporation,us_owned_business,veteran_owned_business,self_certified_small_disadvanted_business,corporate_entity_not_tax_exempt,category_business,special_designations}",214,214,Department of the Interior,Department of the Interior,Departmental Offices,Departmental Offices,DOI,DOI,"",""
"'10/10/2009':22 '4631':19 '4632':21 '621999':5 '9/27-30/09':20 'ambulatori':9 'care':11 'dakota':1,15 'health':10 'inc':4 'invoic':18 'med':2,16 'medic':13 'miscellan':8 'pharmacolog':14 'servic':12 'temp':3,17",'hhsi24205022t':1,'dakota':1 'inc':4 'med':2 'temp':3,106103284,2018-11-11,2018-11-11,2019,C,K,23212689,contract,-2214.00,4797.00,,,<1M,,,HHSI24205022T,-2214.00,0.00,0.00,DAKOTA MED TEMPS (INVOICES 4631 (9/27-30/09)&4632 (10/10/2009),1,USA,UNITED STATES,NM,031,MCKINLEY,87327,03,USA,UNITED STATES,SD,103,PENNINGTON,00,57745,621999,All Other Miscellaneous Ambulatory Health Care Services,Q517,MEDICAL- PHARMACOLOGY,AWARD,J,NONE,C,,,148495330,1013ab45-951c-75ec-0bfd-19ceff09cc71,DAKOTA MED TEMPS INC,841221935,841221935,"{corporate_entity_not_tax_exempt,small_business,category_business}",828,828,Department of Health and Human Services,Department of Health and Human Services,Indian Health Service,Indian Health Service,HHS,HHS,IHS,IHS
"'2018':35 '541611':5 'administr':6 'california':36 'call':23 'consult':11 'emerg':2 'general':9 'geospati':28 'igf':16,18 'inc':4 'innov':1 'manag':3,7,10 'novemb':34 'order':24 'ot':17 'profession':14 'provid':27 'purpos':20 'servic':12,15,29 'support':31 'wildfir':37",'70fb7019f00000006':1,'emerg':2 'inc':4 'innov':1 'manag':3,106098614,2018-11-11,2018-11-11,2019,A,,73544651,contract,52813.56,52813.56,,,<1M,,,70FB7019F00000006,52813.56,0.00,0.00,IGF::OT::IGF THE PURPOSE OF THIS CALL ORDER IS TO PROVIDE GEOSPATIAL SERVICES IN SUPPORT OF THE NOVEMBER 2018 CALIFORNIA WILDFIRES.,0,USA,UNITED STATES,DC,001,DISTRICT OF COLUMBIA,20472,00,USA,UNITED STATES,NC,183,WAKE,04,27560,541611,Administrative Management and General Management Consulting Services,R499,OTHER PROFESSIONAL SERVICES,AWARD,Y,,A,,,148490660,f7998710-dbdb-c1bf-9130-2e3dd0b5b3a1,"INNOVATIVE EMERGENCY MANAGEMENT, INC.",601275282,601275282,"{small_business,category_business,us_owned_business,small_disadvantaged_business,self_certified_small_disadvanted_business,8a_program_participant,special_designations,other_than_small_business}",782,782,Department of Homeland Security,Department of Homeland Security,Federal Emergency Management Agency,Federal Emergency Management Agency,DHS,DHS,FEMA,FEMA
'1002a':26 '483111':5 'build':15 'cape':17 'deep':6 'facil':16 'fee':21 'fix':20 'freight':8 'fy19':19 'inc':4 'key':24 'key-ris19-1002a':23 'keyston':1 'non':14 'non-build':13 'oper':10 'ris19':25 'rise':18 'sea':7 'servic':3 'ship':2 'transport':9,'6933a219f000017':1,'inc':4 'keyston':1 'servic':3 'ship':2,106102908,2018-11-11,2018-11-11,2019,C,C,69967533,contract,1966216.95,2082154.35,,,1M..25M,,,6933A219F000017,1966216.95,0.00,0.00,CAPE RISE FY19 FIXED FEES A KEY-RIS19-1002A,P00001,USA,UNITED STATES,VA,740,PORTSMOUTH CITY,23707,03,USA,UNITED STATES,PA,091,MONTGOMERY,02,19004,483111,Deep Sea Freight Transportation,M1PZ,OPERATION OF OTHER NON-BUILDING FACILITIES,AWARD,J,,A,,,148494954,da0733de-92a5-aff7-c330-0d2d59a10e76,"KEYSTONE SHIPPING SERVICES, INC.",008862315,002595296,"{corporate_entity_not_tax_exempt,category_business,special_designations,other_than_small_business,us_owned_business}",755,1174,Department of Transportation,Department of Defense,Maritime Administration,Department of the Navy,DOT,DOD,MARAD,USN
'2':15 '561110':4 'administr':6 'awarde':3 'bus':19 'cairn':18 'charter':20 'foreign':2 'hotel/motel':11 'lodg':10 'miscellan':1 'offic':5 'order':14 'servic':7 'task':13 'transport':16 'transportation/travel/relocation-':8 'travel/lodging/recruitment':9 'usg':12 'usss':17,'19as2019f0026':1,'awarde':3 'foreign':2 'miscellan':1,106102872,2018-11-11,2018-11-11,2019,C,D,73538398,contract,-6459.52,115640.41,,,<1M,,,19AS2019F0026,-6459.52,0.00,0.00,USG TASK ORDER #2 TRANSPORT USSS CAIRNS BUS CHARTER,P00001,AUS,AUSTRALIA,,,,,,USA,UNITED STATES,DC,001,DISTRICT OF COLUMBIA,00,20405,561110,Office Administrative Services,V231,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",AWARD,J,,A,,,148494918,b26f3534-8012-76c7-1b87-c1a5e7f287e5,MISCELLANEOUS FOREIGN AWARDEES,123456787,123456787,"{foreign_owned_and_located_business,category_business,special_designations,other_than_small_business}",315,315,Department of State,Department of State,Department of State,Department of State,DOS,DOS,DOS,DOS
'21':18 '488310':6 'associ':4 'bsf':16 'consult':3 'harbor':9 'logist':11 'ltd':5 'novemb':17 'oper':10 'port':7 'puerto':14 'queztal':15 's.c.a':1 'servic':13 'ship':2 'support':12,'70z08519fxhf06200':1,'associ':4 'consult':3 'ltd':5 's.c.a':1 'ship':2,106102919,2018-11-11,2018-11-11,2019,C,,73547834,contract,8443.20,8443.20,,,<1M,,,70Z08519FXHF06200,8443.20,0.00,0.00,PUERTO QUEZTAL BSF NOVEMBER 21,0,GTM,GUATEMALA,,,,,,GBR,UNITED KINGDOM,,,,,,488310,Port and Harbor Operations,R706,LOGISTICS SUPPORT SERVICES,AWARD,J,,A,,,148494965,37077eef-6f49-8bd0-d7dd-cda84e4bb0d7,S.C.A. - SHIPPING CONSULTANTS ASSOCIATED LTD.,220991942,220991942,"{limited_liability_corporation,us_owned_business,corporate_entity_not_tax_exempt,category_business,special_designations,other_than_small_business}",772,772,Department of Homeland Security,Department of Homeland Security,U.S. Coast Guard,U.S. Coast Guard,DHS,DHS,USCG,USCG
"'541511':5 'adp':11 'cio':1 'comput':7 'contract':17 'custom':6 'feder':2,14 'inc':4 'program':8 'schedul':16 'servic':9 'suppli':15 'svcs':13 'telecommun':12",'47qtca18d00bu':1,'cio':1 'feder':2 'inc':4,106098404,2018-11-11,2018-11-11,2019,,W,69009372,,0.00,0.00,,,<1M,,,47QTCA18D00BU,0.00,0.00,0.00,FEDERAL SUPPLY SCHEDULE CONTRACT,PW0001,,,,,,,,USA,UNITED STATES,VA,179,STAFFORD,01,22554,541511,Custom Computer Programming Services,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,IDV,J,NONE,A,,,148490450,33e93975-bd49-9234-efeb-3bb4119ae573,CIO FEDERAL IT INC.,965016483,965016483,"{small_business,special_designations,minority_owned_business,us_owned_business,black_american_owned_business,8a_program_participant,self_certified_small_disadvanted_business,corporate_entity_not_tax_exempt,category_business,subchapter_s_corporation}",634,634,General Services Administration,General Services Administration,Federal Acquisition Service,Federal Acquisition Service,GSA,GSA,FAS,FAS
