recipient_unique_id,transaction_id,action_date,last_modified_date,fiscal_year,award_id,generated_pragmatic_obligation,total_obligation,total_subsidy_cost,total_loan_value,total_obl_bin,federal_action_obligation,original_loan_subsidy_cost,face_value_loan_guarantee,recipient_id,recipient_hash,awarding_agency_id,funding_agency_id,type,action_type,award_category,fain,uri,piid,transaction_description,modification_number,pop_country_code,pop_country_name,pop_state_code,pop_county_code,pop_county_name,pop_zip5,pop_congressional_code,recipient_location_country_code,recipient_location_country_name,recipient_location_state_code,recipient_location_county_code,recipient_location_county_name,recipient_location_congressional_code,recipient_location_zip5,naics_code,naics_description,product_or_service_code,product_or_service_description,pulled_from,type_of_contract_pricing,type_set_aside,extent_competed,cfda_number,cfda_title,recipient_name,parent_recipient_unique_id,awarding_toptier_agency_name,funding_toptier_agency_name,awarding_subtier_agency_name,funding_subtier_agency_name,awarding_toptier_agency_abbreviation,funding_toptier_agency_abbreviation,awarding_subtier_agency_abbreviation,funding_subtier_agency_abbreviation,business_categories
123456787,106102873,2018-11-11,2018-11-11,2019,73538399,-4529.54,65029.18,,,<1M,-4529.54,0.00,0.00,148494919,b26f3534-8012-76c7-1b87-c1a5e7f287e5,315,315,C,D,contract,,,19AS2019F0027,USG TASK ORDER #5 TRANSPORT CAIRNS BUS CHARTERS WHCA,P00001,AUS,AUSTRALIA,,,,,,USA,UNITED STATES,DC,001,DISTRICT OF COLUMBIA,00,20405,561110,Office Administrative Services,V231,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING  HOTEL/MOTEL,AWARD,J,,A,,,MISCELLANEOUS FOREIGN AWARDEES,123456787,Department of State,Department of State,Department of State,Department of State,DOS,DOS,DOS,DOS,foreign_owned_and_located_business category_business special_designations other_than_small_business
123456787,106102869,2018-11-11,2018-11-11,2019,73538393,1200.58,79838.80,,,<1M,1200.58,0.00,0.00,148494915,b26f3534-8012-76c7-1b87-c1a5e7f287e5,315,315,C,D,contract,,,19AS2019F0010,VVIP TASK ORDER #1 FOR HILTON HOTEL CAIRNS NOV 1- 13,P00001,AUS,AUSTRALIA,,,,,,USA,UNITED STATES,DC,001,DISTRICT OF COLUMBIA,00,20405,561110,Office Administrative Services,V231,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING  HOTEL/MOTEL,AWARD,J,,A,,,MISCELLANEOUS FOREIGN AWARDEES,123456787,Department of State,Department of State,Department of State,Department of State,DOS,DOS,DOS,DOS,foreign_owned_and_located_business category_business special_designations other_than_small_business
127244122,106099175,2018-11-11,2018-11-11,2019,23216396,-36.00,24000.00,,,<1M,-36.00,0.00,0.00,148491221,a53b3d20-0706-521c-4f71-e65e31f061ab,828,828,B,K,contract,,,HHSI242200910219P,REGISTERED NURSE ACL HOSPITAL FOR MAR-APR 2009,2,USA,UNITED STATES,NM,006,CIBOLA,87049,02,USA,UNITED STATES,AR,143,WASHINGTON,,72770,621999,All Other Miscellaneous Ambulatory Health Care Services,Q401,NURSING SERVICES,AWARD,J,NONE,C,,,AMEDISTAF  LLC,127244122,Department of Health and Human Services,Department of Health and Human Services,Indian Health Service,Indian Health Service,HHS,HHS,IHS,IHS,woman_owned_business limited_liability_corporation category_business other_than_small_business
123456787,106102876,2018-11-11,2018-11-11,2019,73547817,14839.53,14839.53,,,<1M,14839.53,0.00,0.00,148494922,b26f3534-8012-76c7-1b87-c1a5e7f287e5,315,315,C,,contract,,,19AS2019F0040,USG TASK ORDER #2 VVIP HILTON CAIRNS OFFICES,0,AUS,AUSTRALIA,,,,,,USA,UNITED STATES,DC,001,DISTRICT OF COLUMBIA,00,20405,561110,Office Administrative Services,V231,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING  HOTEL/MOTEL,AWARD,J,,A,,,MISCELLANEOUS FOREIGN AWARDEES,123456787,Department of State,Department of State,Department of State,Department of State,DOS,DOS,DOS,DOS,foreign_owned_and_located_business category_business special_designations other_than_small_business
003548489,106102916,2018-11-11,2018-11-11,2019,73547831,598.29,598.29,,,<1M,598.29,0.00,0.00,148494962,a1039715-8812-4d19-bff5-b06bb4f47e84,782,782,C,,contract,,,70FBR419F00000070,THE PURPOSE OF THE TASK ORDER IS TO PROVIDE DATA - UNLIMITED UNTHROTTLED FOR SEVEN (7) MIFIS IN SUPPORT OF DR-4399 FL.,0,USA,UNITED STATES,FL,073,LEON,32301,02,USA,UNITED STATES,GA,089,DEKALB,06,30319,517312,Wireless Telecommunications Carriers (except Satellite),D318,IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS  PREDOMINANTLY SERVICES,AWARD,J,,A,,,AT&T MOBILITY LLC,108024050,Department of Homeland Security,Department of Homeland Security,Federal Emergency Management Agency,Federal Emergency Management Agency,DHS,DHS,FEMA,FEMA,limited_liability_corporation us_owned_business corporate_entity_not_tax_exempt category_business special_designations other_than_small_business
123456787,106102875,2018-11-11,2018-11-11,2019,73547816,20162.65,20162.65,,,<1M,20162.65,0.00,0.00,148494921,b26f3534-8012-76c7-1b87-c1a5e7f287e5,315,315,C,,contract,,,19AS2019F0038,USG TASK ORDER #9 VVIP CAIRNS BUS CHARTERS CVAM,0,AUS,AUSTRALIA,,,,,,USA,UNITED STATES,DC,001,DISTRICT OF COLUMBIA,00,20405,561110,Office Administrative Services,V231,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING  HOTEL/MOTEL,AWARD,J,,A,,,MISCELLANEOUS FOREIGN AWARDEES,123456787,Department of State,Department of State,Department of State,Department of State,DOS,DOS,DOS,DOS,foreign_owned_and_located_business category_business special_designations other_than_small_business
063311773,106102847,2018-11-11,2018-11-11,2019,73547801,13888.19,13888.19,,,<1M,13888.19,0.00,0.00,148494893,36b82b01-1e5b-9267-3920-980c2b9a9aec,214,214,C,,contract,,,140D8019F0014,FLEET AIRCRAFT MAINTENANCE AND REPAIRS,0,USA,UNITED STATES,ID,001,ADA,83705,01,USA,UNITED STATES,ID,001,ADA,01,83705,488190,Other Support Activities for Air Transportation,J016,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,AWARD,J,,D,,,JACKSON JET CENTER  LLC,161539903,Department of the Interior,Department of the Interior,Departmental Offices,Departmental Offices,DOI,DOI,"","",small_business limited_liability_corporation us_owned_business corporate_entity_not_tax_exempt category_business special_designations
029462203,106102848,2018-11-11,2018-11-11,2019,73547802,3769.07,3769.07,,,<1M,3769.07,0.00,0.00,148494894,253ca903-1e5b-384e-5eba-fe0c70ee81cf,214,214,C,,contract,,,140D8019F0234,FLEET AIRCRAFT MAINTENANCE AND REPAIRS,0,USA,UNITED STATES,NV,003,CLARK,89002,03,USA,UNITED STATES,NV,003,CLARK,03,89002,488190,Other Support Activities for Air Transportation,J016,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,AWARD,J,,D,,,P S AVIATION LLC,029462203,Department of the Interior,Department of the Interior,Departmental Offices,Departmental Offices,DOI,DOI,"","",small_business limited_liability_corporation us_owned_business veteran_owned_business self_certified_small_disadvanted_business corporate_entity_not_tax_exempt category_business special_designations
841221935,106103284,2018-11-11,2018-11-11,2019,23212689,-2214.00,4797.00,,,<1M,-2214.00,0.00,0.00,148495330,1013ab45-951c-75ec-0bfd-19ceff09cc71,828,828,C,K,contract,,,HHSI24205022T,DAKOTA MED TEMPS (INVOICES 4631 (9/27-30/09)&4632 (10/10/2009),1,USA,UNITED STATES,NM,031,MCKINLEY,87327,03,USA,UNITED STATES,SD,103,PENNINGTON,00,57745,621999,All Other Miscellaneous Ambulatory Health Care Services,Q517,MEDICAL- PHARMACOLOGY,AWARD,J,NONE,C,,,DAKOTA MED TEMPS INC,841221935,Department of Health and Human Services,Department of Health and Human Services,Indian Health Service,Indian Health Service,HHS,HHS,IHS,IHS,corporate_entity_not_tax_exempt small_business category_business
601275282,106098614,2018-11-11,2018-11-11,2019,73544651,52813.56,52813.56,,,<1M,52813.56,0.00,0.00,148490660,f7998710-dbdb-c1bf-9130-2e3dd0b5b3a1,782,782,A,,contract,,,70FB7019F00000006,IGF::OT::IGF THE PURPOSE OF THIS CALL ORDER IS TO PROVIDE GEOSPATIAL SERVICES IN SUPPORT OF THE NOVEMBER 2018 CALIFORNIA WILDFIRES.,0,USA,UNITED STATES,DC,001,DISTRICT OF COLUMBIA,20472,00,USA,UNITED STATES,NC,183,WAKE,04,27560,541611,Administrative Management and General Management Consulting Services,R499,OTHER PROFESSIONAL SERVICES,AWARD,Y,,A,,,INNOVATIVE EMERGENCY MANAGEMENT  INC.,601275282,Department of Homeland Security,Department of Homeland Security,Federal Emergency Management Agency,Federal Emergency Management Agency,DHS,DHS,FEMA,FEMA,small_business category_business us_owned_business small_disadvantaged_business self_certified_small_disadvanted_business 8a_program_participant special_designations other_than_small_business
008862315,106102908,2018-11-11,2018-11-11,2019,69967533,1966216.95,2082154.35,,,1M..25M,1966216.95,0.00,0.00,148494954,da0733de-92a5-aff7-c330-0d2d59a10e76,755,1174,C,C,contract,,,6933A219F000017,CAPE RISE FY19 FIXED FEES A KEY-RIS19-1002A,P00001,USA,UNITED STATES,VA,740,PORTSMOUTH CITY,23707,03,USA,UNITED STATES,PA,091,MONTGOMERY,02,19004,483111,Deep Sea Freight Transportation,M1PZ,OPERATION OF OTHER NON-BUILDING FACILITIES,AWARD,J,,A,,,KEYSTONE SHIPPING SERVICES  INC.,002595296,Department of Transportation,Department of Defense,Maritime Administration,Department of the Navy,DOT,DOD,MARAD,USN,corporate_entity_not_tax_exempt category_business special_designations other_than_small_business us_owned_business
123456787,106102872,2018-11-11,2018-11-11,2019,73538398,-6459.52,115640.41,,,<1M,-6459.52,0.00,0.00,148494918,b26f3534-8012-76c7-1b87-c1a5e7f287e5,315,315,C,D,contract,,,19AS2019F0026,USG TASK ORDER #2 TRANSPORT USSS CAIRNS BUS CHARTER,P00001,AUS,AUSTRALIA,,,,,,USA,UNITED STATES,DC,001,DISTRICT OF COLUMBIA,00,20405,561110,Office Administrative Services,V231,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING  HOTEL/MOTEL,AWARD,J,,A,,,MISCELLANEOUS FOREIGN AWARDEES,123456787,Department of State,Department of State,Department of State,Department of State,DOS,DOS,DOS,DOS,foreign_owned_and_located_business category_business special_designations other_than_small_business
220991942,106102919,2018-11-11,2018-11-11,2019,73547834,8443.20,8443.20,,,<1M,8443.20,0.00,0.00,148494965,37077eef-6f49-8bd0-d7dd-cda84e4bb0d7,772,772,C,,contract,,,70Z08519FXHF06200,PUERTO QUEZTAL BSF NOVEMBER 21,0,GTM,GUATEMALA,,,,,,GBR,UNITED KINGDOM,,,,,,488310,Port and Harbor Operations,R706,LOGISTICS SUPPORT SERVICES,AWARD,J,,A,,,S.C.A. - SHIPPING CONSULTANTS ASSOCIATED LTD.,220991942,Department of Homeland Security,Department of Homeland Security,U.S. Coast Guard,U.S. Coast Guard,DHS,DHS,USCG,USCG,limited_liability_corporation us_owned_business corporate_entity_not_tax_exempt category_business special_designations other_than_small_business
965016483,106098404,2018-11-11,2018-11-11,2019,69009372,0.00,0.00,,,<1M,0.00,0.00,0.00,148490450,33e93975-bd49-9234-efeb-3bb4119ae573,634,634,,W,,,,47QTCA18D00BU,FEDERAL SUPPLY SCHEDULE CONTRACT,PW0001,,,,,,,,USA,UNITED STATES,VA,179,STAFFORD,01,22554,541511,Custom Computer Programming Services,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,IDV,J,NONE,A,,,CIO FEDERAL IT INC.,965016483,General Services Administration,General Services Administration,Federal Acquisition Service,Federal Acquisition Service,GSA,GSA,FAS,FAS,small_business special_designations minority_owned_business us_owned_business black_american_owned_business 8a_program_participant self_certified_small_disadvanted_business corporate_entity_not_tax_exempt category_business subchapter_s_corporation
004792719,106102856,2018-11-11,2018-11-11,2019,73547810,75448.85,75448.85,,,<1M,75448.85,0.00,0.00,148494902,c65aefe1-f6dc-dba9-6689-ef7675601b91,214,214,C,,contract,,,140D8019F0244,HELICOPTER MAINTENANCE SERVICES IN SUPPORT OF U.S PARK POLICE  WASHINGTON DC,0,USA,UNITED STATES,DE,003,NEW CASTLE,19709,00,USA,UNITED STATES,DE,003,NEW CASTLE,00,19709,488190,Other Support Activities for Air Transportation,J016,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,AWARD,J,,A,,,SUMMIT AVIATION INC,828932710,Department of the Interior,Department of the Interior,Departmental Offices,Departmental Offices,DOI,DOI,"","",corporate_entity_not_tax_exempt category_business special_designations other_than_small_business us_owned_business
784418936,106099073,2018-11-11,2018-11-11,2019,69580064,1080.30,265083.70,,,<1M,1080.30,0.00,0.00,148491119,fb4dc008-1fba-df0d-a7b2-6e60d245746f,561,561,B,M,contract,,,36C24218P3489,DOCUMENT DESTRUCTION SERVICES ADD 3 TOTERS AT BATAVIA. BIWEEKLY PICK UP AND DISPOSAL. $10.85 PER TOTER X 3 FOR $41.55 PER PICK UP. INCREASE $1080.30 PER YEAR,P00002,USA,UNITED STATES,NY,001,ALBANY,12208,20,USA,UNITED STATES,NJ,025,MONMOUTH,04,08535,561990,All Other Support Services,R614,PAPER SHREDDING SERVICES,AWARD,J,SBA,D,,,SAFEGUARD DOCUMENT DESTRUCTION INC.,784418936,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,VA,VA,VA,VA,small_business special_designations us_owned_business corporate_entity_not_tax_exempt category_business subchapter_s_corporation
009671421,106102859,2018-11-11,2018-11-11,2019,73547813,79500.00,79500.00,,,<1M,79500.00,0.00,0.00,148494905,0ccc0e7a-0357-1736-dc96-b87e81efa907,214,214,C,,contract,,,140D8019F0247,FLEET AIRCRAFT MAINTENANCE AND REPAIRS,0,USA,UNITED STATES,ID,001,ADA,83705,01,USA,UNITED STATES,ID,001,ADA,01,83705,488190,Other Support Activities for Air Transportation,J016,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,AWARD,J,,D,,,TURBO AIR INC,009671421,Department of the Interior,Department of the Interior,Departmental Offices,Departmental Offices,DOI,DOI,"","",small_business us_owned_business veteran_owned_business corporate_entity_not_tax_exempt category_business special_designations
185354805,106102854,2018-11-11,2018-11-11,2019,73547808,98460.74,98460.74,,,<1M,98460.74,0.00,0.00,148494900,d5b0fb00-fc67-40cf-e5b0-f54be9ce381e,214,214,C,,contract,,,140D8019F0242,FLEET AIRCRAFT MAINTENANCE AND REPAIRS,0,USA,UNITED STATES,FL,099,PALM BEACH,33406,20,USA,UNITED STATES,FL,099,PALM BEACH,20,33406,488190,Other Support Activities for Air Transportation,J016,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,AWARD,J,,D,,,ROTORTECH SERVICES  INC.,185354805,Department of the Interior,Department of the Interior,Departmental Offices,Departmental Offices,DOI,DOI,"","",corporate_entity_not_tax_exempt small_business category_business special_designations us_owned_business
047414524,106116201,2018-11-11,2018-11-11,2019,36197479,-4526.60,885473.40,,,<1M,-4526.60,0.00,0.00,148508247,0d55532e-a491-5e37-99a6-b8fea52c2204,561,561,C,C,contract,,,VA24417F6111,"""IGF::OT::IGF""  ELECTRIC SUPPLY FOR VARIOUS ACCOUNTS IN PENNSYLVANIA",P00001,USA,UNITED STATES,VA,059,FAIRFAX,22033,10,USA,UNITED STATES,PA,077,LEHIGH,15,18101,221112,Fossil Fuel Electric Power Generation,S112,UTILITIES- ELECTRIC,AWARD,J,,A,,,TALEN ENERGY MARKETING  LLC,079707054,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,VA,VA,VA,VA,us_owned_business category_business special_designations other_than_small_business
753805670,106099072,2018-11-11,2018-11-11,2019,70043033,3012.76,46397.46,,,<1M,3012.76,0.00,0.00,148491118,8bacc527-d42b-316f-d6ed-4d8181ef40fb,315,315,B,D,contract,,,19AS2019P0006,WHCA VVIP TELECOM WHCA67INITIAL,P00003,AUS,AUSTRALIA,,,,,,AUS,AUSTRALIA,,,,,,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,D307,AUTOMATED INFORMATION SYSTEM SVCS,AWARD,J,NONE,C,,,TELSTRA CORPORATION LIMITED,753805670,Department of State,Department of State,Department of State,Department of State,DOS,DOS,DOS,DOS,limited_liability_corporation corporate_entity_not_tax_exempt foreign_owned_and_located_business category_business special_designations other_than_small_business
009671421,106102860,2018-11-11,2018-11-11,2019,73547814,125576.18,125576.18,,,<1M,125576.18,0.00,0.00,148494906,0ccc0e7a-0357-1736-dc96-b87e81efa907,214,214,C,,contract,,,140D8019F0248,FLEET AIRCRAFT MAINTENANCE AND REPAIRS,0,USA,UNITED STATES,ID,001,ADA,83705,01,USA,UNITED STATES,ID,001,ADA,01,83705,488190,Other Support Activities for Air Transportation,J016,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,AWARD,J,,D,,,TURBO AIR INC,009671421,Department of the Interior,Department of the Interior,Departmental Offices,Departmental Offices,DOI,DOI,"","",small_business us_owned_business veteran_owned_business corporate_entity_not_tax_exempt category_business special_designations
032559382,106102786,2018-11-11,2018-11-11,2019,1947652,-305.17,36434.35,,,<1M,-305.17,0.00,0.00,148494832,bbfa5c27-1b68-7f02-00ab-1f6c02a18ccd,700,700,C,C,contract,,,0057,THE PURPOSE OF THIS MODIFICATION IS TO DE-OBLIGATE REMAINING FUNDS IN THE AMOUNT OF $305.17. ALL OTHER TERMS AND CONDITIONS REMAIN UNCHANGED,P00002,USA,UNITED STATES,DC,001,DISTRICT OF COLUMBIA,20460,00,USA,UNITED STATES,VA,059,FAIRFAX,11,22102,541611,Administrative Management and General Management Consulting Services,R699,OTHER ADMINISTRATIVE SUPPORT SVCS,AWARD,J,,D,,,ENDYNA  INC.,032559382,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,EPA,EPA,EPA,EPA,small_business minority_owned_business us_owned_business woman_owned_business subcontinent_asian_indian_american_owned_business small_disadvantaged_business 8a_program_participant corporate_entity_not_tax_exempt category_business special_designations
